Statistical profiling result from isolate-0x7f8088008000-8291-v8.log, (9266 ticks, 17 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  LazyCompile: *setContextFlag /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:28939:32
      1    0.0%    0.0%  LazyCompile: *sel25519 /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/tweetnacl/nacl-fast.js:867:18
      1    0.0%    0.0%  LazyCompile: *resolveName /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:44871:29
      1    0.0%    0.0%  LazyCompile: *realpathSync node:fs:2408:22
      1    0.0%    0.0%  LazyCompile: *rangeEndIsOnSameLineAsRangeStart /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:18136:46
      1    0.0%    0.0%  LazyCompile: *pushTypeResolution /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:50215:36
      1    0.0%    0.0%  LazyCompile: *popTypeResolution /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:50266:35
      1    0.0%    0.0%  LazyCompile: *pipelineEmitWithHint /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:100468:38
      1    0.0%    0.0%  LazyCompile: *parseUpdateExpression /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:31888:39
      1    0.0%    0.0%  LazyCompile: *parseTypeWorker /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:31129:33
      1    0.0%    0.0%  LazyCompile: *parseTypeReference /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:30207:36
      1    0.0%    0.0%  LazyCompile: *parseTypeOrTypePredicate /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:31099:42
      1    0.0%    0.0%  LazyCompile: *parseType /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:31124:27
      1    0.0%    0.0%  LazyCompile: *parseTokenNode /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:29234:32
      1    0.0%    0.0%  LazyCompile: *parseTagComments /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:34435:42
      1    0.0%    0.0%  LazyCompile: *parseOptional /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:29207:31
      1    0.0%    0.0%  LazyCompile: *parseExpected /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:29182:31
      1    0.0%    0.0%  LazyCompile: *parseDecorators /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:33542:33
      1    0.0%    0.0%  LazyCompile: *parseBracketedList /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:30048:36
      1    0.0%    0.0%  LazyCompile: *modifiersToFlags /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:17714:30
      1    0.0%    0.0%  LazyCompile: *lookAhead /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:29148:27
      1    0.0%    0.0%  LazyCompile: *listOnTimeout node:internal/timers:505:25
      1    0.0%    0.0%  LazyCompile: *isTupleType /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:60872:29
